"﻿ID","DC_KEY","Description","DATE","time","Location","UCR","LAT","LNG"
641,2.01E+011,"永和店仔街福德宮參香","12/18/2015",11:25:00,"新竹縣竹北市",615,25.01,121.51
642,2.01E+011,"參加邱氏宗親會代表大會","12/19/2015",12:00:00,"台北市中山區",617,25.07,121.54
643,2.01E+011,"參加全國各界擁護宋瑩配進軍總統府大會","12/19/2015",14:30:00,"台北市松山區",617,25.05,121.55
644,2.01E+011,"總統候選人朱立倫、立法委員候選人林德福聯合競選總部成立大會","12/19/2015",09:20:00,"新北市永和區",616,25,121.52
645,2.01E+011,"新北市立委第一選區吳育昇造勢活動","12/19/2015",10:15:00,"新北市淡水區",616,25.19,121.44
646,2.01E+011,"桃園市第一選區陳根德龜山區競選總部成立大會","12/19/2015",11:35:00,"桃園市龜山區",616,25,121.32
647,2.01E+011,"金融後援會成立大會","12/19/2015",14:30:00,"新北市新店區",616,24.97,121.54
648,2.01E+011,"參訪新港香藝文化園區","12/19/2015",17:15:00,"嘉義縣新港鄉",616,23.54,120.35
649,2.01E+011,"總統候選人朱立倫、立法委員候選人林于玲競選總部懇託活動","12/19/2015",17:55:00,"嘉義縣民雄鄉",616,23.56,120.42
650,2.01E+011,"朱立倫、王如玄台南市競選總部成立大會","12/19/2015",19:20:00,"台南市北區",616,23.01,120.21
651,2.01E+011,"徐景文競選服務處成立記後援會聯合誓師大會","12/19/2015",09:30:00,"新竹縣竹北市",615,24.93,121.24
652,2.01E+011,"團結革新贏回平鎮龍潭造勢大會-張肇良","12/19/2015",10:30:00,"新竹縣竹東市",615,24.93,121.21
653,2.01E+011,"趙正宇八德競選總部成立","12/19/2015",11:30:00,"新竹縣竹東鎮",615,24.95,121.29
654,2.01E+011,"嘉義縣大林鎮安霞宮開漳聖王廟參拜","12/20/2015",13:00:00,"嘉義縣大林鎮",617,23.6,120.45
655,2.01E+011,"嘉義縣民雄鄉慶誠宮參拜","12/20/2015",14:00:00,"嘉義縣民雄鄉",617,23.56,120.43
656,2.01E+011,"嘉義市城隍廟參拜","12/20/2015",15:00:00,"嘉義市東區",617,23.48,120.45
657,2.01E+011,"嘉義市鎮天宮參拜","12/20/2015",16:00:00,"嘉義市東區",617,23.47,120.46
658,2.01E+011,"暖暖傳麻吉：朱立倫傳溫暖給好友","12/20/2015",10:30:00,"台北市中山區",616,25.05,121.54
659,2.01E+011,"總統候選人朱立倫、立法委員候選人陳茂嘉聯合競選總部成立大會","12/20/2015",16:30:00,"新北市新莊區",616,25.04,121.45
660,2.01E+011,"總統副總統候選人朱立倫王如玄新北市暨板橋區競選總部成立大會","12/20/2015",17:10:00,"新北市板橋區",616,25.01,121.47
661,2.01E+011,"板橋慈后宮建宮35週年慶","12/20/2015",17:40:00,"新北市板橋區",616,25.03,121.46
662,2.01E+011,"彰化縣總統暨四位立委提名同志聯合造勢晚會","12/20/2015",19:30:00,"彰化縣彰化市",616,24.07,120.54
663,2.01E+011,"「迎向未來、點亮台灣」 大園場","12/20/2015",20:00:00,"宜蘭市",615,25.05,121.19
664,2.01E+011,"鄭寶清競選總部成立大會","12/20/2015",20:50:00,"宜蘭市",615,24.99,121.3
665,2.01E+011,"「迎向未來、點亮台灣」 三重場","12/20/2015",21:30:00,"雲林縣斗六市",615,25.06,121.49
666,2.01E+011,"跟隨經國先生的歲月—學習之旅-治國篇","12/21/2015",10:00:00,"台北市大安區",617,25.04,121.53
667,2.01E+011,"總統副總統候選人朱立倫王如玄及苗栗縣立委陳超明、徐志榮聯合競選總部成立大會","12/21/2015",10:30:00,"苗栗縣苗栗市",616,24.55,120.81
668,2.01E+011,"苗栗造勢","12/21/2015",20:00:00,"雲林縣虎尾鎮",615,24.7,120.88
669,2.01E+011,"新竹造勢","12/21/2015",21:30:00,"彰化市",615,24.84,121.02
670,2.01E+011,"拜會醫勞盟","12/22/2015",16:40:00,"台北市中正區",617,25.04,121.52
671,2.01E+011,"行銷在地觀光美食-南投意麵","12/22/2015",08:40:00,"南投縣南投市",616,23.91,120.69
672,2.01E+011,"中台禪寺參拜","12/22/2015",10:00:00,"南投縣埔里鎮",616,24.01,120.94
673,2.01E+011,"朱立倫、孔文吉全國聯合競選總部成立大會","12/22/2015",10:40:00,"南投縣埔里鎮",616,23.97,120.96
674,2.01E+011,"台灣經濟發展論壇","12/22/2015",14:00:00,"彰化縣二林鎮",615,25.03,121.54
675,2.01E+011,"「迎向未來、點亮台灣」基隆場","12/22/2015",20:30:00,"彰化縣鹿港鎮",615,25.12,121.75
676,2.01E+011,"全國村里長與總統候選人有約","12/23/2015",11:10:00,"台北市中山區",616,25.08,121.53
677,2.01E+011,"「經濟政策系列-投資台灣」政策談話會","12/23/2015",14:30:00,"台北市中山區",616,25.05,121.54
678,2.01E+011,"基層醫療院所陳情集會","12/24/2015",14:30:00,"台北市中正區",617,25.05,121.52
679,2.01E+011,"「客語向下扎根 壯大客庄五廊」政策談話會","12/24/2015",15:00:00,"新竹市東區",616,24.81,120.98
680,2.01E+011,"新竹科學園區專題演講","12/24/2015",16:00:00,"新竹市東區",616,24.78,121
681,2.01E+011,"高雄鳳山造勢晚會","12/24/2015",18:00:00,"高雄市鳳山區",615,22.62,120.35
682,2.01E+011,"暖暖行動，暖暖憲誕","12/25/2015",10:30:00,"台北市中山區",616,25.05,121.54
683,2.01E+011,"新同盟會「護憲救國」大會","12/25/2015",14:00:00,"台北市中正區",616,25.04,121.51
684,2.01E+011,"政見發表會","12/25/2015",19:20:00,"台北市松山區",616,25.05,121.55
685,2.01E+011,"參加桃園市宋楚瑜、徐欣瑩總統副總統後援會成立大會","12/26/2015",10:30:00,"桃園市桃園區",617,24.99,121.28
686,2.01E+011,"「全國婦女之夜」","12/26/2015",18:30:00,"台中市豐原區",615,24.26,120.72
687,2.01E+011,"永安夜市造勢晚會","12/26/2015",19:20:00,"彰化縣彰化市",615,24.06,120.44
688,2.01E+011,"總統候選人電視辯論","12/27/2015",14:00:00,"台北市內湖區",616,25.07,121.61
689,2.01E+011,"楊麗環桃園區競選總部暨朱立倫桃園北區總部成立大會","12/27/2015",20:00:00,"桃園市桃園區",616,25,121.29
690,2.01E+011,"參加柯俊雄先生追思禮拜會","12/27/2015",10:30:00,"新北市林口區",617,25.1,121.39
691,2.01E+011,"總統候選人電視辯論","12/27/2015",14:00:00,"台北市內湖區",617,25.07,121.61
692,2.01E+011,"總統候選人電視辯論","12/27/2015",14:00:00,"台北市內湖區",615,25.07,121.61
693,2.01E+011,"「迎向未來、點亮台灣」中和場","12/27/2015",18:00:00,"新北市中和區",615,24.99,121.49
694,2.01E+011,"「迎向未來、點亮台灣」台北市場","12/27/2015",19:30:00,"台北市中正區",615,25.04,121.51
695,2.01E+011,"參訪天主教救星療養院","12/28/2015",08:30:00,"台東縣台東市",616,22.76,121.12
696,2.01E+011,"參訪卑南鄉達魯瑪克部落","12/28/2015",09:20:00,"台東縣卑南鄉",616,22.75,120.95
697,2.01E+011,"黨務辦公室公益活動簽署及捐贈記者會","12/28/2015",10:10:00,"台東縣台東市",616,22.76,121.15
698,2.01E+011,"正聲廣播電台專訪","12/28/2015",10:40:00,"台東縣台東市",616,22.76,121.14
699,2.01E+011,"電影《沖天》特映活動","12/28/2015",18:50:00,"台北市萬華區",616,25.03,121.5
700,2.01E+011,"拜訪苗栗縣傅學鵬","12/28/2015",14:30:00,"苗栗縣公館鄉",617,24.53,120.83
701,2.01E+011,"拜訪苗栗縣通霄鎮徐紹俊議員","12/28/2015",16:00:00,"苗栗縣通霄鎮",617,24.48,120.67
702,2.01E+011,"拜訪張太陽前議員","12/28/2015",17:00:00,"苗栗縣通霄鎮",617,24.49,120.68
703,2.01E+011,"「迎向未來、點亮台灣」南投場","12/28/2015",18:00:00,"南投縣南投市",615,23.96,120.69
704,2.01E+011,"「迎向未來、點亮台灣」彰化場","12/28/2015",19:10:00,"彰化縣彰化市",615,23.96,120.47
705,2.01E+011,"蕭美琴造勢晚會","12/28/2015","晚上","花蓮縣花蓮市",615,23.99,121.61
706,2.01E+011,"「台灣經濟發展論壇」—與未來國家領導人對談","12/29/2015",13:50:00,"台北市大安區",616,25.04,121.54
707,2.01E+011,"南投造勢晚會","12/29/2015","晚上","南投縣南投市",615,23.94,120.71
708,2.01E+011,"周大觀文教基金會來訪","12/30/2015",15:30:00,"台北市中山區",616,25.05,121.54
709,2.01E+011,"與演藝界有約","12/30/2015",16:00:00,"台北市中山區",616,25.05,121.54
710,2.01E+011,"政見發表會","12/30/2015",19:20:00,"台北市大安區",616,25.04,121.56
711,2.01E+011,"政見發表會","12/30/2015",20:00:00,"台北市大安區",617,25.04,121.56
712,2.01E+011,"政見發表會","12/30/2015",19:20:00,"台北市大安區",615,25.04,121.56
713,2.01E+011,"「跨年宋就好」競選歌曲預告發佈會","12/31/2015",10:00:00,"台北市中正區",617,25.04,25.04
714,2.01E+011,"跨年街頭送暖","12/31/2015",20:20:00,"台北市大安區",616,25.04,121.55
715,2.01E+011,"台中造勢晚會","1/1/2016","傍晚","台中市沙鹿區",615,24.24,120.59
716,2.01E+011,"桃園造勢晚會","1/1/2016","晚上","桃園市中壢區",615,24.97,121.21
717,2.01E+011,"參加元旦升旗典禮與晨曦音樂會","1/1/2016",06:15:00,"台北市中山區",617,25.08,121.54
718,2.01E+011,"參加混元禪師元旦祈福法會","1/1/2016",15:00:00,"桃園市龜山區",617,25.02,121.37
719,2.01E+011,"第二場總統候選人電視辯論會","1/2/2016",14:00:00,"台北市內湖區",615,25.06,121.58
720,2.01E+011,"「迎向未來、點亮台灣」新北市淡水場","1/2/2016",18:30:00,"新北市淡水區",615,25.17,121.44
721,2.01E+011,"「迎向未來、點亮台灣」新北市板橋場","1/2/2016",19:30:00,"新北市板橋區",615,25.01,121.46
722,2.01E+011,"總統候選人電視辯論會","1/2/2016",14:00:00,"台北市內湖區",616,25.06,121.58
723,2.01E+011,"明華園歌仔戲表演","1/2/2016",20:00:00,"新北市泰山區",616,25.05,121.43
724,2.01E+011,"總統候選人第二次電視辯論會","1/2/2016",14:00:00,"台北內湖區",617,25.06,121.58
725,2.01E+011,"「迎向未來、點亮台灣」桃園市蘆竹場","1/3/2016",14:50:00,"桃園市蘆竹區",615,25.05,121.3
726,2.01E+011,"「迎向未來、點亮台灣」台南市新營場","1/3/2016",18:30:00,"台南市新營區",615,23.32,120.31
727,2.01E+011,"「迎向未來、點亮台灣」嘉義市場","1/3/2016",18:50:00,"嘉義市東區",615,23.47,120.46
728,2.01E+011,"參訪法鼓山農禪寺","1/3/2016",10:00:00,"台北市北投區",617,25.12,121.5
729,2.01E+011,"立委候選人羅致政造勢晚會","1/4/2016",19:30:00,"新北市板橋區",615,24.99,121.43
730,2.01E+011,"立委候選人江永昌造勢晚會","1/4/2016",20:20:00,"新北市中和區",615,25,121.51
731,2.01E+011,"參拜六堆忠義祠","1/4/2016",10:45:00,"屏東縣竹田鄉",616,22.62,120.52
732,2.01E+011,"關心養豬業","1/4/2016",11:50:00,"屏東縣內埔鄉",616,22.6,120.56
733,2.01E+011,"與黨籍議員午餐便當會","1/4/2016",12:30:00,"屏東縣屏東市",616,22.67,120.49
734,2.01E+011,"慈鳳宮參拜","1/4/2016",14:00:00,"屏東縣屏東市",616,22.67,120.49
735,2.01E+011,"屏東市車隊遊行","1/4/2016",14:10:00,"屏東縣屏東市",616,22.67,120.49
736,2.01E+011,"高雄市車隊遊行","1/4/2016",16:40:00,"高雄市鳳山區",616,22.62,120.37
737,2.01E+011,"高雄龍池宮參香","1/5/2016",15:20:00,"高雄市三民區",615,22.65,120.33
738,2.01E+011,"高雄保安宮參香","1/5/2016",15:55:00,"高雄市三民區",615,22.67,120.33
739,2.01E+011,"屏東公館新興天后宮參香","1/5/2016",17:10:00,"屏東縣屏東市",615,22.64,120.48
740,2.01E+011,"「迎向未來、點亮台灣」屏東場","1/5/2016",18:30:00,"屏東縣屏東市",615,22.68,120.49
741,2.01E+011,"雲林縣車隊掃街拜票(一)斗六市主要街道","1/5/2016",10:00:00,"雲林縣斗六市",616,23.73,120.59
742,2.01E+011,"雲林縣車隊掃街拜票(二)虎尾鎮主要街道","1/5/2016",11:20:00,"雲林縣虎尾鎮",616,23.7,120.46
743,2.01E+011,"嘉義市主要道路車隊拜票","1/5/2016",14:30:00,"嘉義市西區",616,23.47,120.44
744,2.01E+011,"「熱情，改變」蔡英文&吳思瑤海報簽名會","1/6/2016",10:55:00,"台北市北投區",615,25.13,121.5
745,2.01E+011,"【中常會前記者會】選擇，在乎你在乎的-政黨票 CF 公佈記者會","1/6/2016",13:30:00,"台北市中正區",615,25.05,121.53
746,2.01E+011,"「迎向未來、點亮台灣」宜蘭場","1/6/2016",18:30:00,"宜蘭縣宜蘭市",615,24.74,121.76
747,2.01E+011,"「迎向未來、點亮台灣」基隆場","1/6/2016",19:30:00,"基隆市仁愛區",615,25.13,121.74
748,2.01E+011,"新北市中和區車隊掃街拜票","1/6/2016",09:00:00,"新北市中和區",616,25,121.49
749,2.01E+011,"新北市永和區車隊掃街拜票","1/6/2016",09:50:00,"新北市永和區",616,25.01,121.51
750,2.01E+011,"新北市新店區車隊掃街拜票","1/6/2016",10:30:00,"新北市新店區",616,24.98,121.53
751,2.01E+011,"拜會法鼓山果東方丈","1/6/2016",15:00:00,"新北市金山區",616,25.23,121.64
752,2.01E+011,"新北市汐止區車隊掃街拜票","1/6/2016",16:20:00,"新北市汐止區",616,25.06,121.66
753,2.01E+011,"中廣流行網「人來瘋」專訪","1/6/2016",19:15:00,"台北市中山區",616,25.07,121.53
754,2.01E+011,"新竹市車隊掃街拜票","1/7/2016",09:30:00,"新竹縣新竹市",616,24.8,121
755,2.01E+011,"新竹縣車隊掃街拜票","1/7/2016",10:50:00,"新竹縣竹東鎮",616,24.74,121.09
756,2.01E+011,"玉清宮參拜","1/7/2016",14:00:00,"苗栗縣苗栗市",616,24.57,120.83
757,2.01E+011,"苗栗市車隊掃街拜票 ","1/7/2016",14:10:00,"苗栗縣苗栗市",616,24.57,120.83
758,2.01E+011,"苗栗縣頭份市車隊掃街拜票","1/7/2016",15:15:00,"苗栗縣頭份市",616,24.69,120.92
759,2.01E+011,"台灣鄉鎮市民代表會聯合總會第四屆第二次全國業務研討 ","1/7/2016",15:55:00,"苗栗縣頭份市",616,24.69,120.89
760,2.01E+011,"苗栗縣竹南鎮車隊掃街拜票 ","1/7/2016",16:25:00,"苗栗縣頭份市",616,24.69,120.9
761,2.01E+011,"新桃園 夢想無限-新總統 新國會 新桃園 CF 發表記者會","1/7/2016",14:15:00,"桃園市桃園區",615,25.03,121.3
762,2.01E+011,"「三鄭共承擔 三振國民黨」-桃園慈 護宮參香","1/7/2016",15:00:00,"桃園市桃園區",615,24.99,121.31
763,2.01E+011,"「忠義精神 深耕中壢」-桃園紫雲宮 參香","1/7/2016",16:15:00,"桃園市中壢區",615,24.95,121.22
764,2.01E+011,"「綠色新政 點亮台灣」-桃園建安宮 參香","1/7/2016",17:20:00,"桃園市平鎮區",615,24.91,121.24
765,2.01E+011,"「迎向未來、點亮台灣」新竹場","1/7/2016",18:00:00,"新竹縣竹東鎮",615,24.74,121.09
766,2.01E+011,"「迎向未來、點亮台灣」苗栗場","1/7/2016",19:30:00,"苗栗縣苗栗市",615,24.56,120.82
767,2.01E+011,"總統候選人電視政見發表會","1/8/2016",20:00:00,"台北市松山區",617,25.05,121.55
768,2.01E+011,"總統候選人電視政見發表會","1/8/2016",19:20:00,"台北市松山區",616,25.05,121.55
769,2.01E+011,"全國總動員記者會","1/8/2016",11:30:00,"台北市中正區",615,25.05,121.53
770,2.01E+011,"第三場總統政見發表會","1/8/2016",19:15:00,"台北市松山區",615,25.05,121.55
771,2.01E+011,"參加三峽後援會成立大會","1/9/2016",11:00:00,"新北市三峽區",617,24.94,121.37
772,2.01E+011,"南桃園後援會成立大會","1/9/2016",14:30:00,"桃園市中壢區",617,24.97,121.21
773,2.01E+011,"參訪本願山彌陀講堂","1/9/2016",17:00:00,"台中市潭子區",617,24.22,120.71
774,2.01E+011,"相約文化城 全民挺宋瑩誓師晚會","1/9/2016",20:00:00,"台中市北屯區",617,24.19,120.66
775,2.01E+011,"基隆市車隊掃街","1/9/2016",09:00:00,"基隆市信義區",616,25.13,121.75
776,2.01E+011,"李彥秀【改革心力量】誓師大會","1/9/2016",10:20:00,"台北市南港區",616,25.06,121.62
777,2.01E+011,"松山慈祐宮參拜","1/9/2016",11:05:00,"台北市松山區",616,25.05,121.58
778,2.01E+011,"『為台灣安定而走 你，就是力量』大遊行","1/9/2016",14:00:00,"台北市大安區",616,25.02,121.53
779,2.01E+011,"台中民歌之夜","1/9/2016",20:10:00,"台中市北屯區",616,24.2,120.68
780,2.01E+011,"屏東楓港出發記者會 「故鄉出發，點亮台灣」","1/9/2016",09:40:00,"屏東縣枋山鄉",615,22.19,120.69
781,2.01E+011,"屏東縣鍾佳濱車隊掃街","1/9/2016",11:10:00,"屏東縣麟洛鄉",615,22.65,120.53
782,2.01E+011,"高雄市劉世芳車隊掃街","1/9/2016",14:00:00,"高雄市楠梓區",615,22.73,120.33
783,2.01E+011,"高雄市管碧玲車隊掃街","1/9/2016",14:40:00,"高雄市鼓山區",615,22.67,120.29
784,2.01E+011,"高雄市李昆澤車隊掃街","1/9/2016",15:30:00,"高雄市三民區",615,22.67,120.32
785,2.01E+011,"高雄市趙天麟車隊掃街","1/9/2016",16:00:00,"高雄市苓雅區",615,22.63,120.33
786,2.01E+011,"高雄市賴瑞隆車隊掃街","1/9/2016",16:15:00,"高雄市前鎮區",615,22.61,120.33
787,2.01E+011,"高雄夢時代造勢晚會","1/9/2016",21:00:00,"高雄市前鎮區",615,22.6,120.31
788,2.01E+011,"決戰南臺灣 全民挺宋瑩誓師大會","1/10/2016",14:00:00,"高雄市鳳山區",617,22.62,120.35
789,2.01E+011,"台南市永康區、東區、南區、安平區車隊掃街","1/10/2016",10:45:00,"台南市永康區",616,23.02,120.26
790,2.01E+011,"台南市北區、中西區車隊掃街","1/10/2016",14:40:00,"台南市北區",616,23,120.2
791,2.01E+011,"雲嘉南團結勝選造勢大會","1/10/2016",16:55:00,"台南市安平區",616,23,120.16
792,2.01E+011,"黃金週大桃園團結之夜","1/10/2016",20:00:00,"桃園市中壢區",616,24.97,121.23
793,2.01E+011,"台南安平天后宮記者會 「祈願媽祖，點亮台灣」","1/10/2016",09:40:00,"台南市安平區",615,23,120.16
794,2.01E+011,"台南市陳亭妃車隊掃街","1/10/2016",10:30:00,"台南市中西區",615,22.99,120.19
795,2.01E+011,"台南市林俊憲車隊掃街","1/10/2016",11:10:00,"台南市中西區",615,22.98,120.21
796,2.01E+011,"台南市王定宇車隊掃街","1/10/2016",11:50:00,"台南市永康區",615,23,120.24
797,2.01E+011,"台南市黃偉哲車隊掃街","1/10/2016",14:00:00,"台南市麻豆區",615,23.18,120.26
798,2.01E+011,"「迎向未來、點亮台灣」嘉義場","1/10/2016",18:20:00,"嘉義縣朴子市",615,23.47,120.25
799,2.01E+011,"「迎向未來、點亮台灣」台南場","1/10/2016",18:50:00,"台南市安平區",615,22.99,120.19
800,2.01E+011,"慈湖、頭寮謁靈","1/11/2016",14:00:00,"桃園市大溪區",617,24.89,121.29
801,2.01E+011,"與蘆竹鄉親有約","1/11/2016",16:30:00,"桃園市蘆竹區",617,25.08,121.3
802,2.01E+011,"台中市立委第二選區車隊掃街","1/11/2016",09:30:00,"台中市烏日區",616,24.1,120.62
803,2.01E+011,"台中市立委第六選區車隊掃街","1/11/2016",09:42:00,"台中市烏日區",616,24.11,120.65
804,2.01E+011,"與沈智慧總部人員加油打氣","1/11/2016",10:00:00,"台中市西區",616,24.14,120.67
805,2.01E+011,"台中市立委第六選區車隊掃街","1/11/2016",10:10:00,"台中市西區",616,24.14,120.67
806,2.01E+011,"台中市立委第四選區車隊掃街","1/11/2016",10:20:00,"台中市南屯區",616,24.14,120.65
807,2.01E+011,"台中市立委第五選區車隊掃街","1/11/2016",10:45:00,"台中市西區",616,24.14,120.66
808,2.01E+011,"與盧秀燕競選總部人員加油打氣","1/11/2016",10:55:00,"台中市北屯區",616,24.17,120.68
809,2.01E+011,"台中市立委第五選區車隊掃街起點","1/11/2016",11:05:00,"台中市北屯區",616,24.17,120.68
810,2.01E+011,"台中市立委第三選區車隊掃街","1/11/2016",11:20:00,"台中市西屯區",616,24.21,120.65
811,2.01E+011,"台中市立委第三選區車隊掃街","1/11/2016",11:40:00,"台中市神岡區",616,24.25,120.69
812,2.01E+011,"慈濟宮參拜","1/11/2016",11:50:00,"台中市豐原區",616,24.25,120.72
813,2.01E+011,"新北市淡水區車隊掃街","1/11/2016",14:40:00,"新北市淡水區",616,25.13,121.46
814,2.01E+011,"新北市五股區、蘆洲區車隊掃街","1/11/2016",15:15:00,"新北市五股區",616,25.11,121.46
815,2.01E+011,"新北市三重區車隊掃街","1/11/2016",15:45:00,"新北市三重區",616,25.08,121.48
816,2.01E+011,"護山宮參拜","1/11/2016",16:15:00,"新北市三重區",616,25.06,121.49
817,2.01E+011,"「點亮台灣每一里路」 記者會「食在安心，點亮台灣」","1/11/2016",10:05:00,"嘉義縣朴子市",615,23.46,120.24
818,2.01E+011,"嘉義縣蔡易餘車隊掃街","1/11/2016",10:40:00,"嘉義縣朴子市",615,23.47,120.25
819,2.01E+011,"嘉義縣陳明文車隊掃街","1/11/2016",11:45:00,"嘉義縣新港鄉",615,23.56,120.35
820,2.01E+011,"雲林縣蘇治芬車隊掃街","1/11/2016",14:00:00,"雲林縣北港鎮",615,23.57,120.3
821,2.01E+011,"雲林縣蘇治芬車隊掃街","1/11/2016",15:15:00,"雲林縣虎尾鎮",615,23.71,120.44
822,2.01E+011,"雲林縣劉建國車隊掃街","1/11/2016",16:05:00,"雲林縣斗南鎮",615,23.69,120.47
823,2.01E+011,"雲林縣劉建國車隊掃街","1/11/2016",16:55:00,"雲林縣斗南鎮",615,23.67,120.48
824,2.01E+011,"雲林縣虎尾造勢晚會","1/11/2016",18:30:00,"雲林縣虎尾鎮",615,23.71,120.43
825,2.01E+011,"總統候選人宋楚瑜國際媒體記者會","1/12/2016",10:00:00,"台北市大安區",617,25.02,121.53
826,2.01E+011,"陪同基隆立委候選人劉文雄掃街","1/12/2016",14:00:00,"基隆市仁愛區",617,25.13,121.75
827,2.01E+011,"彰化縣員林市車隊掃街","1/12/2016",10:00:00,"彰化縣員林市",616,23.96,120.57
828,2.01E+011,"彰化縣花壇鄉、彰化市車隊掃街","1/12/2016",11:20:00,"彰化縣花壇鄉",616,24.05,120.53
829,2.01E+011,"南投縣草屯鎮車隊掃街","1/12/2016",14:30:00,"南投縣草屯鎮",616,23.97,120.68
830,2.01E+011,"南投縣南投市車隊掃街","1/12/2016",15:30:00,"南投縣草屯鎮",616,23.96,120.68
831,2.01E+011,"丁守中音樂晚會","1/12/2016",20:00:00,"台北市北投區",616,25.12,121.47
832,2.01E+011,"彰化縣員林造勢晚會","1/12/2016",18:20:00,"彰化縣員林市",615,23.97,120.57
833,2.01E+011,"拜訪陳氏宗親大老","1/13/2016",12:00:00,"金門縣金城鎮",617,24.43,118.32
834,2.01E+011,"與金門鄉親有約","1/13/2016",13:00:00,"金門縣金城鎮",617,24.43,118.32
835,2.01E+011,"勘訪金門大橋","1/13/2016",13:50:00,"金門縣金寧鄉",617,24.46,118.33
836,2.01E+011,"參訪小三通實行現況","1/13/2016",14:30:00,"金門縣水頭港區",617,24.42,118.29
837,2.01E+011,"訪中山紀念林-紀念經國先生","1/13/2016",15:30:00,"金門縣金寧鄉",617,24.46,118.33
838,2.01E+011,"訪珍珍小館","1/13/2016",19:30:00,"新北市新莊區",617,25.05,121.45
839,2.01E+011,"參觀响仁和鼓藝工坊","1/13/2016",20:30:00,"新北市新莊區",617,25.03,121.44
840,2.01E+011,"慈湖陵寢謁陵","1/13/2016",09:15:00,"桃園市大溪區",616,24.84,121.29
841,2.01E+011,"大溪頭寮陵寢謁陵","1/13/2016",09:30:00,"桃園市大溪區",616,24.84,121.29
842,2.01E+011,"桃園市大溪區車隊掃街","1/13/2016",10:00:00,"桃園市大溪區",616,24.88,121.29
843,2.01E+011,"瑞祥里居民懇託會","1/13/2016",10:30:00,"桃園市八德區",616,24.95,121.3
844,2.01E+011,"桃園市八德區車隊掃街","1/13/2016",10:40:00,"桃園市八德區",616,24.95,121.3
845,2.01E+011,"陸光四村居民懇託會","1/13/2016",10:45:00,"桃園市八德區",616,24.96,121.3
846,2.01E+011,"桃園市八德區車隊掃街","1/13/2016",11:00:00,"桃園市八德區",616,24.96,121.3
847,2.01E+011,"桃園市龜山區車隊掃街","1/13/2016",11:10:00,"桃園市龜山區",616,25.02,121.37
848,2.01E+011,"桃園市桃園區車隊掃街","1/13/2016",11:45:00,"桃園市龜山區",616,25,121.32
849,2.01E+011,"桃園市中壢區車隊掃街","1/13/2016",13:35:00,"桃園市桃園區",616,25,121.29
850,2.01E+011,"桃園市平鎮區車隊掃街","1/13/2016",14:40:00,"桃園市平鎮區",616,24.95,121.22
851,2.01E+011,"桃園市楊梅區車隊掃街","1/13/2016",15:20:00,"桃園市平鎮區",616,24.93,121.19
852,2.01E+011,"新北市林口區車隊掃街","1/13/2016",16:30:00,"新北市林口區",616,25.07,121.37
853,2.01E+011,"「點亮台灣每一里路」記者 會「客家女兒台灣總統」","1/13/2016",09:30:00,"苗栗縣頭份市",615,24.69,120.91
854,2.01E+011,"苗栗縣吳宜臻車隊掃街","1/13/2016",10:00:00,"苗栗縣頭份市",615,24.69,120.91
855,2.01E+011,"苗栗縣杜文卿車隊掃街","1/13/2016",10:50:00,"苗栗縣竹南鎮",615,24.68,120.88
856,2.01E+011,"新竹縣鄭永金車隊掃街","1/13/2016",11:50:00,"新竹縣竹東鎮",615,24.75,121.08
857,2.01E+011,"桃園市鄭寶清車隊掃街","1/13/2016",14:00:00,"桃園市桃園區",615,25,121.29
858,2.01E+011,"桃園市鄭運鵬車隊掃街","1/13/2016",14:50:00,"桃園市桃園區",615,25.03,121.3
859,2.01E+011,"新北市張宏陸車隊掃街","1/13/2016",15:50:00,"新北市板橋區",615,25.01,121.46
860,2.01E+011,"新北市羅致政車隊掃街","1/13/2016",16:20:00,"新北市板橋區",615,25.03,121.48
861,2.01E+011,"台中市造勢晚會","1/13/2016",19:30:00,"台中市北屯區",615,24.18,120.69
